@relation EtiquetasConsultas

@attribute specificity {medium, specific, broad}
@attribute task {inf, notinf, both}
@attribute objective {resource, action}
@attribute authosen {yes, no}
@attribute spatialsen {yes, no}
@attribute timesen {yes, no}
@attribute polywords {yes, no}
@attribute genre {reference, news, business, community}



@attribute topic {Adults-Sex, Arts-Culture, Finance, Cars-Transportation, Computers-Internet, Education, Entertainment-Music-Games, Health, Home-Garden, Politics-Government, Religion-Belief-Systems, Science-Mathematics, Social-Science, Sports, Technology-Electronic, Travel, Beauty-Style, Industrial-Goods-Services, Undefined, Work, Food-Drink, Charity, Person}

@data
medium,inf,resource,yes,no,no,no,reference,Education
specific,inf,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Politics-Government
specific,both,resource,no,yes,no,no,community,Arts-Culture
medium,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
medium,both,action,no,no,no,no,business,Computers-Internet
medium,inf,resource,no,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,no,no,no,business,Home-Garden
specific,both,action,yes,no,no,no,business,Cars-Transportation
medium,inf,resource,yes,no,no,no,reference,Education
specific,inf,resource,no,yes,yes,no,news,Arts-Culture
specific,inf,resource,yes,no,no,no,reference,Health
medium,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
medium,notinf,action,no,no,no,no,business,Finance
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,reference,Social-Science
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,action,no,no,no,no,business,Home-Garden
medium,notinf,resource,no,no,no,no,reference,Social-Science
medium,both,resource,no,no,no,no,business,Finance
medium,inf,resource,no,yes,no,no,business,Industrial-Goods-Services
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,no,no,no,business,Computers-Internet
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,no,no,no,reference,Health
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Politics-Government
medium,inf,resource,yes,no,no,no,reference,Finance
medium,inf,resource,no,yes,no,yes,reference,Health
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,yes,yes,no,no,reference,Health
medium,both,action,no,no,no,no,business,Computers-Internet
medium,inf,resource,no,yes,no,no,business,Computers-Internet
medium,notinf,resource,no,no,no,no,reference,Travel
medium,inf,resource,no,yes,yes,no,news,Entertainment-Music-Games
medium,notinf,action,no,no,no,no,business,Home-Garden
medium,inf,resource,no,yes,no,no,reference,Travel
specific,inf,resource,no,yes,no,no,reference,Travel
medium,notinf,resource,no,no,no,no,reference,Education
specific,notinf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,yes,no,no,no,reference,Finance
medium,notinf,resource,no,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Finance
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,reference,Arts-Culture
medium,notinf,action,no,yes,no,no,business,Travel
medium,inf,resource,no,no,no,no,reference,Education
specific,inf,resource,no,yes,no,no,reference,Education
medium,notinf,resource,no,no,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,yes,no,no,reference,Travel
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,yes,no,no,reference,Health
specific,inf,resource,no,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,both,action,yes,no,no,no,news,Entertainment-Music-Games
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,no,no,no,business,Computers-Internet
specific,inf,resource,yes,yes,no,no,reference,Sports
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,yes,no,no,reference,Education
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
medium,both,action,no,no,no,no,business,Cars-Transportation
specific,both,resource,yes,yes,no,no,reference,Education
medium,notinf,action,no,no,no,no,reference,Science-Mathematics
medium,both,action,yes,yes,no,no,business,Cars-Transportation
medium,both,action,no,no,no,no,business,Home-Garden
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,both,action,no,no,no,no,reference,Computers-Internet
medium,notinf,resource,no,no,no,no,reference,Health
specific,inf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
specific,inf,resource,no,no,no,no,reference,Politics-Government
medium,inf,resource,yes,yes,yes,no,business,Industrial-Goods-Services
specific,inf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,no,yes,no,no,reference,Entertainment-Music-Games
medium,notinf,action,no,no,no,no,business,Cars-Transportation
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
specific,inf,resource,yes,no,yes,no,reference,Religion-Belief-Systems
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,reference,Finance
specific,inf,resource,no,no,no,no,reference,Arts-Culture
medium,notinf,resource,no,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,yes,yes,no,no,reference,Travel
medium,both,action,no,no,no,no,business,Technology-Electronic
medium,both,resource,no,no,no,no,community,Arts-Culture
medium,inf,action,yes,no,no,no,reference,Health
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
specific,both,resource,no,yes,no,no,community,Arts-Culture
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
medium,both,resource,no,no,no,no,community,Arts-Culture
specific,inf,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,notinf,action,no,no,no,no,reference,Arts-Culture
specific,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
specific,both,resource,no,yes,no,no,reference,Entertainment-Music-Games
medium,both,action,no,no,no,no,business,Home-Garden
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,inf,resource,yes,no,no,no,reference,Social-Science
specific,inf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,yes,no,no,no,reference,Social-Science
medium,inf,resource,yes,no,no,no,reference,Politics-Government
medium,inf,resource,yes,no,no,no,reference,Health
medium,inf,resource,yes,yes,no,no,reference,Finance
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
medium,notinf,action,no,no,no,no,business,Health
medium,inf,resource,no,yes,no,no,business,Industrial-Goods-Services
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Religion-Belief-Systems
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
specific,inf,resource,yes,yes,no,no,reference,Education
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,yes,no,no,no,reference,Finance
specific,both,resource,yes,yes,no,no,reference,Education
medium,both,action,no,no,no,no,business,Technology-Electronic
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,both,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,yes,no,no,no,reference,Health
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,no,yes,no,no,business,Computers-Internet
specific,both,resource,yes,yes,no,no,business,Travel
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,inf,resource,no,yes,no,no,business,Travel
specific,inf,resource,yes,no,no,no,reference,Politics-Government
specific,inf,resource,no,no,yes,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
specific,both,action,yes,no,no,no,news,Entertainment-Music-Games
specific,inf,resource,yes,yes,no,no,reference,Education
specific,both,resource,yes,yes,no,no,reference,Education
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,notinf,action,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,both,action,no,no,no,no,business,Technology-Electronic
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,yes,no,no,reference,Education
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
specific,both,resource,yes,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,yes,no,no,no,reference,Social-Science
medium,notinf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,yes,no,no,reference,Education
specific,inf,resource,yes,yes,no,no,reference,Science-Mathematics
medium,notinf,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,yes,yes,no,no,reference,Science-Mathematics
specific,inf,resource,yes,no,no,no,reference,Industrial-Goods-Services
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,no,yes,yes,no,community,Arts-Culture
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Education
medium,inf,resource,no,yes,no,no,reference,Travel
medium,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,action,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Education
medium,inf,resource,no,yes,no,no,reference,Religion-Belief-Systems
medium,inf,resource,yes,yes,no,no,reference,Travel
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,both,action,no,no,no,no,business,Computers-Internet
specific,inf,resource,no,no,no,no,reference,Health
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,both,resource,yes,no,no,no,reference,Arts-Culture
medium,notinf,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,no,yes,no,no,reference,Travel
specific,inf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,no,yes,no,no,business,Industrial-Goods-Services
specific,both,action,yes,no,no,no,business,Cars-Transportation
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,notinf,action,no,yes,no,no,business,Travel
specific,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,business,Computers-Internet
specific,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,yes,yes,no,no,reference,Travel
specific,both,resource,yes,no,no,no,reference,Health
medium,both,resource,yes,yes,no,no,reference,Travel
specific,inf,resource,yes,no,no,no,reference,Travel
medium,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
specific,inf,resource,no,no,no,no,reference,Arts-Culture
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,both,action,no,no,no,no,business,Finance
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,yes,no,no,reference,Education
specific,both,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
medium,inf,resource,yes,yes,no,no,reference,Travel
specific,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,action,yes,no,no,no,reference,Health
medium,inf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,no,no,no,community,Education
specific,notinf,action,yes,no,no,no,reference,Entertainment-Music-Games
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,both,resource,no,yes,no,no,business,Home-Garden
medium,notinf,resource,yes,yes,no,no,reference,Science-Mathematics
specific,inf,resource,no,yes,no,no,reference,Computers-Internet
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,community,Arts-Culture
specific,both,resource,yes,yes,no,no,business,Beauty-Style
specific,inf,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Travel
specific,both,resource,yes,yes,no,no,reference,Education
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
